date,team1,team2,score1,score2,time,game_type,text_content
"Friday, April 11, 2025",Atlanta Braves,Tampa Bay Rays,3,6,,,Atlanta Braves (3) @ Tampa Bay Rays (6) Boxscore
"Saturday, April 12, 2025",Milwaukee Brewers,Arizona D'Backs,4,5,,,Milwaukee Brewers (4) @ Arizona D'Backs (5) Boxscore
"Saturday, April 12, 2025",New York Mets,Athletics,1,3,,,New York Mets (1) @ Athletics (3) Boxscore
"Saturday, April 12, 2025",Toronto Blue Jays,Baltimore Orioles,4,5,,,Toronto Blue Jays (4) @ Baltimore Orioles (5) Boxscore
"Saturday, April 12, 2025",Boston Red Sox,Chicago White Sox,2,3,,,Boston Red Sox (2) @ Chicago White Sox (3) Boxscore
"Saturday, April 12, 2025",Pittsburgh Pirates,Cincinnati Reds,2,5,,,Pittsburgh Pirates (2) @ Cincinnati Reds (5) Boxscore
"Saturday, April 12, 2025",Kansas City Royals,Cleveland Guardians,3,6,,,Kansas City Royals (3) @ Cleveland Guardians (6) Boxscore
"Saturday, April 12, 2025",Los Angeles Angels,Houston Astros,4,1,,,Los Angeles Angels (4) @ Houston Astros (1) Boxscore
"Saturday, April 12, 2025",Chicago Cubs,Los Angeles Dodgers,16,0,,,Chicago Cubs (16) @ Los Angeles Dodgers (0) Boxscore
"Saturday, April 12, 2025",Washington Nationals,Miami Marlins,6,7,,,Washington Nationals (6) @ Miami Marlins (7) Boxscore
"Saturday, April 12, 2025",Detroit Tigers,Minnesota Twins,4,0,,,Detroit Tigers (4) @ Minnesota Twins (0) Boxscore
"Saturday, April 12, 2025",San Francisco Giants,New York Yankees,4,8,,,San Francisco Giants (4) @ New York Yankees (8) Boxscore
"Saturday, April 12, 2025",Colorado Rockies,San Diego Padres,0,2,,,Colorado Rockies (0) @ San Diego Padres (2) Boxscore
"Saturday, April 12, 2025",Texas Rangers,Seattle Mariners,2,9,,,Texas Rangers (2) @ Seattle Mariners (9) Boxscore
"Saturday, April 12, 2025",Philadelphia Phillies,St. Louis Cardinals,4,1,,,Philadelphia Phillies (4) @ St. Louis Cardinals (1) Boxscore
"Saturday, April 12, 2025",Atlanta Braves,Tampa Bay Rays,5,4,,,Atlanta Braves (5) @ Tampa Bay Rays (4) Boxscore
"Sunday, April 13, 2025",Milwaukee Brewers,Arizona D'Backs,2,5,,,Milwaukee Brewers (2) @ Arizona D'Backs (5) Boxscore
"Sunday, April 13, 2025",New York Mets,Athletics,8,0,,,New York Mets (8) @ Athletics (0) Boxscore
"Sunday, April 13, 2025",Toronto Blue Jays,Baltimore Orioles,7,6,,,Toronto Blue Jays (7) @ Baltimore Orioles (6) Boxscore
"Sunday, April 13, 2025",Boston Red Sox,Chicago White Sox,3,1,,,Boston Red Sox (3) @ Chicago White Sox (1) Boxscore
"Sunday, April 13, 2025",Pittsburgh Pirates,Cincinnati Reds,0,4,,,Pittsburgh Pirates (0) @ Cincinnati Reds (4) Boxscore
"Sunday, April 13, 2025",Kansas City Royals,Cleveland Guardians,4,2,,,Kansas City Royals (4) @ Cleveland Guardians (2) Boxscore
"Sunday, April 13, 2025",Los Angeles Angels,Houston Astros,3,7,,,Los Angeles Angels (3) @ Houston Astros (7) Boxscore
"Sunday, April 13, 2025",Chicago Cubs,Los Angeles Dodgers,4,2,,,Chicago Cubs (4) @ Los Angeles Dodgers (2) Boxscore
"Sunday, April 13, 2025",Washington Nationals,Miami Marlins,4,11,,,Washington Nationals (4) @ Miami Marlins (11) Boxscore
"Sunday, April 13, 2025",Detroit Tigers,Minnesota Twins,1,5,,,Detroit Tigers (1) @ Minnesota Twins (5) Boxscore
"Sunday, April 13, 2025",San Francisco Giants,New York Yankees,5,4,,,San Francisco Giants (5) @ New York Yankees (4) Boxscore
"Sunday, April 13, 2025",Colorado Rockies,San Diego Padres,0,6,,,Colorado Rockies (0) @ San Diego Padres (6) Boxscore
"Sunday, April 13, 2025",Texas Rangers,Seattle Mariners,1,3,,,Texas Rangers (1) @ Seattle Mariners (3) Boxscore
"Sunday, April 13, 2025",Philadelphia Phillies,St. Louis Cardinals,0,7,,,Philadelphia Phillies (0) @ St. Louis Cardinals (7) Boxscore
"Sunday, April 13, 2025",Atlanta Braves,Tampa Bay Rays,3,8,,,Atlanta Braves (3) @ Tampa Bay Rays (8) Boxscore
"Monday, April 14, 2025",Colorado Rockies,Los Angeles Dodgers,3,5,,,Colorado Rockies (3) @ Los Angeles Dodgers (5) Boxscore
"Monday, April 14, 2025",Detroit Tigers,Milwaukee Brewers,9,1,,,Detroit Tigers (9) @ Milwaukee Brewers (1) Boxscore
"Monday, April 14, 2025",New York Mets,Minnesota Twins,5,1,,,New York Mets (5) @ Minnesota Twins (1) Boxscore
"Monday, April 14, 2025",Kansas City Royals,New York Yankees,1,4,,,Kansas City Royals (1) @ New York Yankees (4) Boxscore
"Monday, April 14, 2025",San Francisco Giants,Philadelphia Phillies,10,4,,,San Francisco Giants (10) @ Philadelphia Phillies (4) Boxscore
"Monday, April 14, 2025",Washington Nationals,Pittsburgh Pirates,3,10,,,Washington Nationals (3) @ Pittsburgh Pirates (10) Boxscore
"Monday, April 14, 2025",Chicago Cubs,San Diego Padres,4,10,,,Chicago Cubs (4) @ San Diego Padres (10) Boxscore
"Monday, April 14, 2025",Houston Astros,St. Louis Cardinals,3,8,,,Houston Astros (3) @ St. Louis Cardinals (8) Boxscore
"Monday, April 14, 2025",Boston Red Sox,Tampa Bay Rays,1,16,,,Boston Red Sox (1) @ Tampa Bay Rays (16) Boxscore
"Monday, April 14, 2025",Atlanta Braves,Toronto Blue Jays,8,4,,,Atlanta Braves (8) @ Toronto Blue Jays (4) Boxscore
"Tuesday, April 15, 2025",Cleveland Guardians,Baltimore Orioles,6,3,,,Cleveland Guardians (6) @ Baltimore Orioles (3) Boxscore
"Tuesday, April 15, 2025",Athletics,Chicago White Sox,12,3,,,Athletics (12) @ Chicago White Sox (3) Boxscore
"Tuesday, April 15, 2025",Seattle Mariners,Cincinnati Reds,4,8,,,Seattle Mariners (4) @ Cincinnati Reds (8) Boxscore
"Tuesday, April 15, 2025",Colorado Rockies,Los Angeles Dodgers,2,6,,,Colorado Rockies (2) @ Los Angeles Dodgers (6) Boxscore
"Tuesday, April 15, 2025",Arizona D'Backs,Miami Marlins,10,4,,,Arizona D'Backs (10) @ Miami Marlins (4) Boxscore
"Tuesday, April 15, 2025",Detroit Tigers,Milwaukee Brewers,0,5,,,Detroit Tigers (0) @ Milwaukee Brewers (5) Boxscore
"Tuesday, April 15, 2025",New York Mets,Minnesota Twins,3,6,,,New York Mets (3) @ Minnesota Twins (6) Boxscore
"Tuesday, April 15, 2025",Kansas City Royals,New York Yankees,2,4,,,Kansas City Royals (2) @ New York Yankees (4) Boxscore
"Tuesday, April 15, 2025",San Francisco Giants,Philadelphia Phillies,4,6,,,San Francisco Giants (4) @ Philadelphia Phillies (6) Boxscore
"Tuesday, April 15, 2025",Washington Nationals,Pittsburgh Pirates,3,0,,,Washington Nationals (3) @ Pittsburgh Pirates (0) Boxscore
"Tuesday, April 15, 2025",Chicago Cubs,San Diego Padres,2,1,,,Chicago Cubs (2) @ San Diego Padres (1) Boxscore
"Tuesday, April 15, 2025",Houston Astros,St. Louis Cardinals,2,0,,,Houston Astros (2) @ St. Louis Cardinals (0) Boxscore
"Tuesday, April 15, 2025",Boston Red Sox,Tampa Bay Rays,7,4,,,Boston Red Sox (7) @ Tampa Bay Rays (4) Boxscore
"Tuesday, April 15, 2025",Los Angeles Angels,Texas Rangers,0,4,,,Los Angeles Angels (0) @ Texas Rangers (4) Boxscore
"Tuesday, April 15, 2025",Atlanta Braves,Toronto Blue Jays,3,6,,,Atlanta Braves (3) @ Toronto Blue Jays (6) Boxscore
"Wednesday, April 16, 2025",Cleveland Guardians,Baltimore Orioles,1,9,,,Cleveland Guardians (1) @ Baltimore Orioles (9) Boxscore
"Wednesday, April 16, 2025",Athletics,Chicago White Sox,3,1,,,Athletics (3) @ Chicago White Sox (1) Boxscore
"Wednesday, April 16, 2025",Seattle Mariners,Cincinnati Reds,5,3,,,Seattle Mariners (5) @ Cincinnati Reds (3) Boxscore
"Wednesday, April 16, 2025",Colorado Rockies,Los Angeles Dodgers,7,8,,,Colorado Rockies (7) @ Los Angeles Dodgers (8) Boxscore
"Wednesday, April 16, 2025",Arizona D'Backs,Miami Marlins,6,2,,,Arizona D'Backs (6) @ Miami Marlins (2) Boxscore
"Wednesday, April 16, 2025",Detroit Tigers,Milwaukee Brewers,1,5,,,Detroit Tigers (1) @ Milwaukee Brewers (5) Boxscore
"Wednesday, April 16, 2025",New York Mets,Minnesota Twins,3,4,,,New York Mets (3) @ Minnesota Twins (4) Boxscore
"Wednesday, April 16, 2025",Kansas City Royals,New York Yankees,3,4,,,Kansas City Royals (3) @ New York Yankees (4) Boxscore
"Wednesday, April 16, 2025",San Francisco Giants,Philadelphia Phillies,11,4,,,San Francisco Giants (11) @ Philadelphia Phillies (4) Boxscore
"Wednesday, April 16, 2025",Washington Nationals,Pittsburgh Pirates,1,6,,,Washington Nationals (1) @ Pittsburgh Pirates (6) Boxscore
"Wednesday, April 16, 2025",Chicago Cubs,San Diego Padres,2,4,,,Chicago Cubs (2) @ San Diego Padres (4) Boxscore
"Wednesday, April 16, 2025",Houston Astros,St. Louis Cardinals,1,4,,,Houston Astros (1) @ St. Louis Cardinals (4) Boxscore
"Wednesday, April 16, 2025",Boston Red Sox,Tampa Bay Rays,1,0,,,Boston Red Sox (1) @ Tampa Bay Rays (0) Boxscore
"Wednesday, April 16, 2025",Los Angeles Angels,Texas Rangers,1,3,,,Los Angeles Angels (1) @ Texas Rangers (3) Boxscore
"Wednesday, April 16, 2025",Atlanta Braves,Toronto Blue Jays,1,3,,,Atlanta Braves (1) @ Toronto Blue Jays (3) Boxscore
"Thursday, April 17, 2025",Cleveland Guardians,Baltimore Orioles,2,6,,,Cleveland Guardians (2) @ Baltimore Orioles (6) Boxscore
"Thursday, April 17, 2025",Athletics,Chicago White Sox,8,0,,,Athletics (8) @ Chicago White Sox (0) Boxscore
"Thursday, April 17, 2025",Seattle Mariners,Cincinnati Reds,11,7,,,Seattle Mariners (11) @ Cincinnati Reds (7) Boxscore
"Thursday, April 17, 2025",Kansas City Royals,Detroit Tigers,1,6,,,Kansas City Royals (1) @ Detroit Tigers (6) Boxscore
"Thursday, April 17, 2025",Arizona D'Backs,Miami Marlins,6,4,,,Arizona D'Backs (6) @ Miami Marlins (4) Boxscore
"Thursday, April 17, 2025",St. Louis Cardinals,New York Mets,1,4,,,St. Louis Cardinals (1) @ New York Mets (4) Boxscore
"Thursday, April 17, 2025",San Francisco Giants,Philadelphia Phillies,4,6,,,San Francisco Giants (4) @ Philadelphia Phillies (6) Boxscore
"Thursday, April 17, 2025",Washington Nationals,Pittsburgh Pirates,0,1,,,Washington Nationals (0) @ Pittsburgh Pirates (1) Boxscore
"Thursday, April 17, 2025",New York Yankees,Tampa Bay Rays,6,3,,,New York Yankees (6) @ Tampa Bay Rays (3) Boxscore
"Thursday, April 17, 2025",Los Angeles Angels,Texas Rangers,3,5,,,Los Angeles Angels (3) @ Texas Rangers (5) Boxscore
"Friday, April 18, 2025",San Francisco Giants,Los Angeles Angels,0,2,,,San Francisco Giants (0) @ Los Angeles Angels (2) Boxscore
"Friday, April 18, 2025",Minnesota Twins,Atlanta Braves,4,6,,,Minnesota Twins (4) @ Atlanta Braves (6) Boxscore
"Friday, April 18, 2025",Cincinnati Reds,Baltimore Orioles,8,3,,,Cincinnati Reds (8) @ Baltimore Orioles (3) Boxscore
"Friday, April 18, 2025",Chicago White Sox,Boston Red Sox,3,10,,,Chicago White Sox (3) @ Boston Red Sox (10) Boxscore
"Friday, April 18, 2025",Arizona D'Backs,Chicago Cubs,11,13,,,Arizona D'Backs (11) @ Chicago Cubs (13) Boxscore
"Friday, April 18, 2025",Kansas City Royals,Detroit Tigers,3,7,,,Kansas City Royals (3) @ Detroit Tigers (7) Boxscore
"Friday, April 18, 2025",San Diego Padres,Houston Astros,4,6,,,San Diego Padres (4) @ Houston Astros (6) Boxscore
"Friday, April 18, 2025",Athletics,Milwaukee Brewers,3,5,,,Athletics (3) @ Milwaukee Brewers (5) Boxscore
"Friday, April 18, 2025",St. Louis Cardinals,New York Mets,4,5,,,St. Louis Cardinals (4) @ New York Mets (5) Boxscore
"Friday, April 18, 2025",Miami Marlins,Philadelphia Phillies,2,7,,,Miami Marlins (2) @ Philadelphia Phillies (7) Boxscore
"Friday, April 18, 2025",Cleveland Guardians,Pittsburgh Pirates,10,7,,,Cleveland Guardians (10) @ Pittsburgh Pirates (7) Boxscore
"Friday, April 18, 2025",New York Yankees,Tampa Bay Rays,1,0,,,New York Yankees (1) @ Tampa Bay Rays (0) Boxscore
"Friday, April 18, 2025",Los Angeles Dodgers,Texas Rangers,3,0,,,Los Angeles Dodgers (3) @ Texas Rangers (0) Boxscore
"Friday, April 18, 2025",Seattle Mariners,Toronto Blue Jays,1,3,,,Seattle Mariners (1) @ Toronto Blue Jays (3) Boxscore
"Saturday, April 19, 2025",San Francisco Giants,Los Angeles Angels,3,2,,,San Francisco Giants (3) @ Los Angeles Angels (2) Boxscore
"Saturday, April 19, 2025",Minnesota Twins,Atlanta Braves,3,4,,,Minnesota Twins (3) @ Atlanta Braves (4) Boxscore
"Saturday, April 19, 2025",Cincinnati Reds,Baltimore Orioles,5,9,,,Cincinnati Reds (5) @ Baltimore Orioles (9) Boxscore
"Saturday, April 19, 2025",Chicago White Sox,Boston Red Sox,3,4,,,Chicago White Sox (3) @ Boston Red Sox (4) Boxscore
"Saturday, April 19, 2025",Arizona D'Backs,Chicago Cubs,2,6,,,Arizona D'Backs (2) @ Chicago Cubs (6) Boxscore
"Saturday, April 19, 2025",Washington Nationals,Colorado Rockies,12,11,,,Washington Nationals (12) @ Colorado Rockies (11) Boxscore
"Saturday, April 19, 2025",Kansas City Royals,Detroit Tigers,1,3,,,Kansas City Royals (1) @ Detroit Tigers (3) Boxscore
"Saturday, April 19, 2025",San Diego Padres,Houston Astros,2,3,,,San Diego Padres (2) @ Houston Astros (3) Boxscore
"Saturday, April 19, 2025",Athletics,Milwaukee Brewers,3,1,,,Athletics (3) @ Milwaukee Brewers (1) Boxscore
"Saturday, April 19, 2025",St. Louis Cardinals,New York Mets,0,3,,,St. Louis Cardinals (0) @ New York Mets (3) Boxscore
"Saturday, April 19, 2025",Miami Marlins,Philadelphia Phillies,10,11,,,Miami Marlins (10) @ Philadelphia Phillies (11) Boxscore
"Saturday, April 19, 2025",Cleveland Guardians,Pittsburgh Pirates,3,0,,,Cleveland Guardians (3) @ Pittsburgh Pirates (0) Boxscore
"Saturday, April 19, 2025",New York Yankees,Tampa Bay Rays,8,10,,,New York Yankees (8) @ Tampa Bay Rays (10) Boxscore
"Saturday, April 19, 2025",Los Angeles Dodgers,Texas Rangers,3,4,,,Los Angeles Dodgers (3) @ Texas Rangers (4) Boxscore
"Saturday, April 19, 2025",Seattle Mariners,Toronto Blue Jays,8,4,,,Seattle Mariners (8) @ Toronto Blue Jays (4) Boxscore
"Sunday, April 20, 2025",San Francisco Giants,Los Angeles Angels,4,5,,,San Francisco Giants (4) @ Los Angeles Angels (5) Boxscore
"Sunday, April 20, 2025",Minnesota Twins,Atlanta Braves,2,6,,,Minnesota Twins (2) @ Atlanta Braves (6) Boxscore
"Sunday, April 20, 2025",Cincinnati Reds,Baltimore Orioles,24,2,,,Cincinnati Reds (24) @ Baltimore Orioles (2) Boxscore
"Sunday, April 20, 2025",Chicago White Sox,Boston Red Sox,8,4,,,Chicago White Sox (8) @ Boston Red Sox (4) Boxscore
"Sunday, April 20, 2025",Arizona D'Backs,Chicago Cubs,3,2,,,Arizona D'Backs (3) @ Chicago Cubs (2) Boxscore
"Sunday, April 20, 2025",Washington Nationals,Colorado Rockies,3,2,,,Washington Nationals (3) @ Colorado Rockies (2) Boxscore
"Sunday, April 20, 2025",Washington Nationals,Colorado Rockies,1,3,,,Washington Nationals (1) @ Colorado Rockies (3) Boxscore
"Sunday, April 20, 2025",Kansas City Royals,Detroit Tigers,4,3,,,Kansas City Royals (4) @ Detroit Tigers (3) Boxscore
"Sunday, April 20, 2025",San Diego Padres,Houston Astros,3,2,,,San Diego Padres (3) @ Houston Astros (2) Boxscore
"Sunday, April 20, 2025",Athletics,Milwaukee Brewers,1,14,,,Athletics (1) @ Milwaukee Brewers (14) Boxscore
"Sunday, April 20, 2025",St. Louis Cardinals,New York Mets,4,7,,,St. Louis Cardinals (4) @ New York Mets (7) Boxscore
"Sunday, April 20, 2025",Miami Marlins,Philadelphia Phillies,7,5,,,Miami Marlins (7) @ Philadelphia Phillies (5) Boxscore
"Sunday, April 20, 2025",Cleveland Guardians,Pittsburgh Pirates,5,4,,,Cleveland Guardians (5) @ Pittsburgh Pirates (4) Boxscore
"Sunday, April 20, 2025",New York Yankees,Tampa Bay Rays,4,0,,,New York Yankees (4) @ Tampa Bay Rays (0) Boxscore
"Sunday, April 20, 2025",Los Angeles Dodgers,Texas Rangers,1,0,,,Los Angeles Dodgers (1) @ Texas Rangers (0) Boxscore
"Sunday, April 20, 2025",Seattle Mariners,Toronto Blue Jays,8,3,,,Seattle Mariners (8) @ Toronto Blue Jays (3) Boxscore
"Monday, April 21, 2025",St. Louis Cardinals,Atlanta Braves,6,7,,,St. Louis Cardinals (6) @ Atlanta Braves (7) Boxscore
"Monday, April 21, 2025",Chicago White Sox,Boston Red Sox,2,4,,,Chicago White Sox (2) @ Boston Red Sox (4) Boxscore
"Monday, April 21, 2025",New York Yankees,Cleveland Guardians,4,6,,,New York Yankees (4) @ Cleveland Guardians (6) Boxscore
"Monday, April 21, 2025",San Diego Padres,Detroit Tigers,4,6,,,San Diego Padres (4) @ Detroit Tigers (6) Boxscore
"Monday, April 21, 2025",Toronto Blue Jays,Houston Astros,0,7,,,Toronto Blue Jays (0) @ Houston Astros (7) Boxscore
"Monday, April 21, 2025",Cincinnati Reds,Miami Marlins,3,6,,,Cincinnati Reds (3) @ Miami Marlins (6) Boxscore
"Monday, April 21, 2025",Philadelphia Phillies,New York Mets,4,5,,,Philadelphia Phillies (4) @ New York Mets (5) Boxscore
"Monday, April 21, 2025",Milwaukee Brewers,San Francisco Giants,2,5,,,Milwaukee Brewers (2) @ San Francisco Giants (5) Boxscore
"Tuesday, April 22, 2025",Pittsburgh Pirates,Los Angeles Angels,9,3,,,Pittsburgh Pirates (9) @ Los Angeles Angels (3) Boxscore
"Tuesday, April 22, 2025",Tampa Bay Rays,Arizona D'Backs,1,5,,,Tampa Bay Rays (1) @ Arizona D'Backs (5) Boxscore
"Tuesday, April 22, 2025",Texas Rangers,Athletics,8,5,,,Texas Rangers (8) @ Athletics (5) Boxscore
"Tuesday, April 22, 2025",St. Louis Cardinals,Atlanta Braves,10,4,,,St. Louis Cardinals (10) @ Atlanta Braves (4) Boxscore
"Tuesday, April 22, 2025",Seattle Mariners,Boston Red Sox,3,8,,,Seattle Mariners (3) @ Boston Red Sox (8) Boxscore
"Tuesday, April 22, 2025",Los Angeles Dodgers,Chicago Cubs,10,11,,,Los Angeles Dodgers (10) @ Chicago Cubs (11) Boxscore
"Tuesday, April 22, 2025",New York Yankees,Cleveland Guardians,2,3,,,New York Yankees (2) @ Cleveland Guardians (3) Boxscore
"Tuesday, April 22, 2025",San Diego Padres,Detroit Tigers,2,0,,,San Diego Padres (2) @ Detroit Tigers (0) Boxscore
"Tuesday, April 22, 2025",Toronto Blue Jays,Houston Astros,1,5,,,Toronto Blue Jays (1) @ Houston Astros (5) Boxscore
"Tuesday, April 22, 2025",Colorado Rockies,Kansas City Royals,3,4,,,Colorado Rockies (3) @ Kansas City Royals (4) Boxscore
"Tuesday, April 22, 2025",Cincinnati Reds,Miami Marlins,3,4,,,Cincinnati Reds (3) @ Miami Marlins (4) Boxscore
"Tuesday, April 22, 2025",Chicago White Sox,Minnesota Twins,2,4,,,Chicago White Sox (2) @ Minnesota Twins (4) Boxscore
"Tuesday, April 22, 2025",Philadelphia Phillies,New York Mets,1,5,,,Philadelphia Phillies (1) @ New York Mets (5) Boxscore
"Tuesday, April 22, 2025",Milwaukee Brewers,San Francisco Giants,11,3,,,Milwaukee Brewers (11) @ San Francisco Giants (3) Boxscore
"Tuesday, April 22, 2025",Baltimore Orioles,Washington Nationals,0,7,,,Baltimore Orioles (0) @ Washington Nationals (7) Boxscore
"Wednesday, April 23, 2025",Pittsburgh Pirates,Los Angeles Angels,3,0,,,Pittsburgh Pirates (3) @ Los Angeles Angels (0) Boxscore
"Wednesday, April 23, 2025",Tampa Bay Rays,Arizona D'Backs,7,6,,,Tampa Bay Rays (7) @ Arizona D'Backs (6) Boxscore
"Wednesday, April 23, 2025",Texas Rangers,Athletics,2,5,,,Texas Rangers (2) @ Athletics (5) Boxscore
"Wednesday, April 23, 2025",St. Louis Cardinals,Atlanta Braves,1,4,,,St. Louis Cardinals (1) @ Atlanta Braves (4) Boxscore
"Wednesday, April 23, 2025",Seattle Mariners,Boston Red Sox,8,5,,,Seattle Mariners (8) @ Boston Red Sox (5) Boxscore
"Wednesday, April 23, 2025",Los Angeles Dodgers,Chicago Cubs,6,7,,,Los Angeles Dodgers (6) @ Chicago Cubs (7) Boxscore
"Wednesday, April 23, 2025",New York Yankees,Cleveland Guardians,5,1,,,New York Yankees (5) @ Cleveland Guardians (1) Boxscore
"Wednesday, April 23, 2025",San Diego Padres,Detroit Tigers,0,6,,,San Diego Padres (0) @ Detroit Tigers (6) Boxscore
"Wednesday, April 23, 2025",Toronto Blue Jays,Houston Astros,1,3,,,Toronto Blue Jays (1) @ Houston Astros (3) Boxscore
"Wednesday, April 23, 2025",Cincinnati Reds,Miami Marlins,5,2,,,Cincinnati Reds (5) @ Miami Marlins (2) Boxscore
"Wednesday, April 23, 2025",Chicago White Sox,Minnesota Twins,3,6,,,Chicago White Sox (3) @ Minnesota Twins (6) Boxscore
"Wednesday, April 23, 2025",Philadelphia Phillies,New York Mets,3,4,,,Philadelphia Phillies (3) @ New York Mets (4) Boxscore
"Wednesday, April 23, 2025",Milwaukee Brewers,San Francisco Giants,2,4,,,Milwaukee Brewers (2) @ San Francisco Giants (4) Boxscore
"Wednesday, April 23, 2025",Baltimore Orioles,Washington Nationals,3,4,,,Baltimore Orioles (3) @ Washington Nationals (4) Boxscore
"Thursday, April 24, 2025",Pittsburgh Pirates,Los Angeles Angels,3,4,,,Pittsburgh Pirates (3) @ Los Angeles Angels (4) Boxscore
"Thursday, April 24, 2025",Tampa Bay Rays,Arizona D'Backs,7,4,,,Tampa Bay Rays (7) @ Arizona D'Backs (4) Boxscore
"Thursday, April 24, 2025",Texas Rangers,Athletics,3,4,,,Texas Rangers (3) @ Athletics (4) Boxscore
"Thursday, April 24, 2025",Seattle Mariners,Boston Red Sox,4,3,,,Seattle Mariners (4) @ Boston Red Sox (3) Boxscore
"Thursday, April 24, 2025",Colorado Rockies,Kansas City Royals,4,7,,,Colorado Rockies (4) @ Kansas City Royals (7) Boxscore
"Thursday, April 24, 2025",Colorado Rockies,Kansas City Royals,2,6,,,Colorado Rockies (2) @ Kansas City Royals (6) Boxscore
"Thursday, April 24, 2025",Chicago White Sox,Minnesota Twins,3,0,,,Chicago White Sox (3) @ Minnesota Twins (0) Boxscore
"Thursday, April 24, 2025",Milwaukee Brewers,San Francisco Giants,5,6,,,Milwaukee Brewers (5) @ San Francisco Giants (6) Boxscore
"Thursday, April 24, 2025",Baltimore Orioles,Washington Nationals,2,1,,,Baltimore Orioles (2) @ Washington Nationals (1) Boxscore
